file,title,owner_subsystem,bytes,category,recommendation
docs/QADE_COMMERCIAL_ARCHITECTURE.md,QADE Commercial Architecture -- Strategic Asset Audit,docs,3848,report/audit,keep
docs/QADE_EXECUTIVE_VERDICT.md,QADE Executive Verdict -- Strategic Commercialization Blueprint,docs,2612,report/audit,keep
docs/QADE_IP_ASSET_REGISTER.md,QADE IP Asset Register,docs,2677,report/audit,keep
docs/QADE_MASTER_WALKTHROUGH.md,QADE Master Walkthrough,docs,6977,report/audit,keep
docs/QADE_OPTIMIZATION_PIPELINE.md,QADE API Optimization Pipeline -- POST /optimize,docs,3453,report/audit,keep
docs/QADE_PRODUCT_ROADMAP.md,QADE Product Roadmap -- Commercial Action Plan,docs,2325,report/audit,keep
docs/QADE_TECHNICAL_DOSSIER.md,QADE Technical Dossier,docs,10172,report/audit,keep
docs/QG_CANDIDATE_SELECTION.md,FASE 1 — Identificación y Perfilamiento del Candidato Dominante,docs,3403,documentation,keep
docs/QG_COLLAPSE_MODEL.md,FASE 1 — Construcción del Modelo de Colapso Gravitatorio,docs,3188,documentation,keep
docs/QG_COMPARATIVE_ANALYSIS.md,FASE 6 — Comparación con Métricas Conocidas,docs,4775,documentation,keep
docs/QG_DYNAMIC_COLLAPSE_AUDIT.md,FASE 2 — Auditoría de Evolución Dinámica de Colapso,docs,3111,report/audit,keep
docs/QG_DYNAMIC_CURVATURE_AUDIT.md,FASE 5 — Estabilidad de Curvatura Dinámica,docs,3190,report/audit,keep
docs/QG_DYNAMIC_FALSIFICATION.md,FASE 7 — Intento de Falsificación Dinámica (Dynamic Falsification),docs,4821,documentation,keep
docs/QG_DYNAMIC_MODEL.md,FASE 1 — Construcción del Modelo Dinámico de Hayward,docs,3360,documentation,keep
docs/QG_ENERGY_CONDITIONS_AUDIT.md,FASE 5 — Auditoría de Condiciones de Energía,docs,5516,report/audit,keep
docs/QG_FALSIFICATION_REPORT.md,FASE 7 — Falsificación Activa del Candidato de Gravedad Cuántica,docs,6503,report/audit,keep
docs/QG_FALSIFICATION_VERDICT.md,Veredicto de Falsificación de Remanentes Inhomogéneos (Fase 5),docs,1268,report/audit,keep
docs/QG_FINAL_STATE_CLASSIFICATION.md,FASE 5 — Clasificación del Destino Final del Sistema,docs,3848,documentation,keep
docs/QG_HORIZON_AUDIT.md,FASE 3 — Auditoría de Horizontes,docs,4924,report/audit,keep
docs/QG_HORIZON_FORMATION_AUDIT.md,FASE 4 — Formación y Disolución de Horizontes Aparentes,docs,3787,report/audit,keep
docs/QG_INHOMOGENEOUS_COLLAPSE.md,Formulación del Colapso Inhomogéneo LTB-LQC (Fase 1),docs,1191,documentation,keep
docs/QG_INHOMOGENEOUS_HORIZONS.md,Dinámica de Horizontes Inhomogéneos (Fase 4),docs,960,documentation,keep
docs/QG_INHOMOGENEOUS_PHASE_SPACE.md,Barrido de Espacio Paramétrico Inhomogéneo (Fase 6),docs,916,report/audit,keep
docs/QG_MASS_INFLATION_AUDIT.md,FASE 4 — Test de Inflación de Masa (Mass Inflation Audit),docs,3528,report/audit,keep
docs/QG_NON_LOCAL_EFFECTS.md,Efectos Cuánticos No Locales en la Disolución de Horizontes (Fase 7),docs,838,documentation,keep
docs/QG_PARAMETER_SENSITIVITY.md,FASE 6 — Robustez y Sensibilidad Paramétrica,docs,4300,documentation,keep
docs/QG_PHASE_DIAGRAM.md,FASE 6 — Diagrama de Fases y Robustez Paramétrica,docs,3837,report/audit,keep
docs/QG_QNM_ANALYSIS.md,FASE 3 — Análisis de Modos Cuasinormales (QNM),docs,3802,documentation,keep
docs/QG_QUANTUM_CORE_FORMATION.md,FASE 3 — Aparición de Efectos Cuánticos y Núcleo Planckiano,docs,3325,documentation,keep
docs/QG_REGULARITY_AUDIT.md,FASE 2 — Auditoría de Regularidad de Curvatura,docs,4713,report/audit,keep
docs/QG_REMNANT_FALSIFICATION.md,FASE 7 — Reporte de Falsificación de Remanentes (Remnant Falsification),docs,5175,documentation,keep
docs/QG_SCALAR_PERTURBATION_AUDIT.md,FASE 2 — Auditoría de Perturbaciones Escalares,docs,3449,report/audit,keep
docs/QG_SHEAR_PERTURBATIONS.md,Efectos de Cizalladura y Simulación ODE/PDE (Fase 2),docs,1060,documentation,keep
docs/QG_SHOCKWAVE_BACKREACTION.md,Dinámica de Presión Exótica y Ondas de Choque (Fase 3),docs,1046,documentation,keep
docs/QG_THERMODYNAMIC_AUDIT.md,FASE 4 — Auditoría Termodinámica,docs,5248,report/audit,keep
docs/QUADRATIC_GRAVITY_AUDIT.md,Auditoría de Gravedad Cuadrática del Candidato Hayward (Fase 3),docs,4681,report/audit,keep
docs/QUANTIZATION_COMPARISON_MATRIX.md,Phase 37.0 - Quantization Comparison Matrix,docs,1520,documentation,keep
docs/QUANTUM_DOMAIN_REPORT.md,Reporte del Dominio Cuántico MVP (Fase 1A),docs,3351,report/audit,keep
docs/QUANTUM_DYNAMICS_AUDIT.md,Phase 40.0 - Quantum Dynamics Audit,docs,2133,report/audit,keep
docs/QUANTUM_FITNESS_REPORT.md,Reporte de Quantum Fitness y Fidelidad Física (Fase 1B.2),docs,4773,report/audit,keep
docs/QUANTUM_KNOWLEDGE_REPORT.md,Reporte de Capa de Destilación de Conocimiento Cuántico (Fase 1B.4),docs,7340,report/audit,keep
docs/QUANTUM_SANDBOX_REPORT.md,Reporte de Quantum Sandbox con Simulación Real (Fase 1B.1),docs,2970,report/audit,keep
docs/REALITY_GAP_REPORT.md,Reality Gap Quantification Report — Phase 2D / 3A.1,docs,2663,report/audit,keep
docs/REALITY_NATIVE_CONFIRMATION_REPORT.md,Reality-Native Theory Confirmation Report — Phase 3B.1,docs,1255,report/audit,keep
docs/REALITY_NATIVE_THEORY_REPORT.md,Reality-Native Theory Synthesis & Verification Report — Phase 3B,docs,892,report/audit,keep
docs/RED_TEAM_REIMPLEMENTATION_REPORT.md,Red Team Reimplementation Report -- Phase X-E,docs,593,report/audit,keep
docs/REFACTOR_PLAN.md,Plan de Refactorización Multi-Dominio (Fase 0.6 — 0.7),docs,7337,documentation,keep
docs/REMNANT_CAPACITY_AUDIT.md,Phase 39.0 - Remnant Information Capacity Audit,docs,1563,report/audit,keep
docs/REPLICATION_REPORT.md,Independent Replication Report — Phase 3B,docs,967,report/audit,keep
docs/REPOSITORY_AUDIT.md,Repository Audit,docs,8529,report/audit,keep
docs/REPOSITORY_MIGRATION_PLAN.md,Repository Migration Plan,docs,1392,documentation,keep
docs/REPO_RESTRUCTURE_FINAL_REPORT.md,Repository Restructure Final Report,docs,3454,report/audit,keep
docs/REPRODUCIBILITY_30_SEED_FINAL_REPORT.md,Statistical Validation: Reproducibility 30-Seed Final Report,docs,6035,report/audit,keep
docs/REPRODUCIBILITY_IMPROVED_30_SEED_FINAL_REPORT.md,Statistical Validation: Reproducibility 30-Seed Final Report,docs,6035,report/audit,keep
docs/REPRODUCIBILITY_REPORT.md,Statistical Validation: Reproducibility Challenge Report,docs,4382,report/audit,keep
docs/REPRODUCIBILITY_REVALIDATION_REPORT.md,Statistical Validation: Reproducibility Challenge Revalidation Report,docs,4809,report/audit,keep
docs/REPRODUCTION_TOURNAMENT.md,Independent Reproduction Tournament Report — Phase 3B.2,docs,788,documentation,keep
docs/RESEARCH_INFRASTRUCTURE_REPORT.md,Unified Research Infrastructure & Reproducibility Report (Component I),docs,1624,report/audit,keep
docs/RESIDUAL_DISCOVERY_REPORT.md,Hardware Residual Discovery Report — Phase 2D / 3A.1,docs,1187,report/audit,keep
docs/RESIDUAL_FRONTIER_REPORT.md,Residual Frontier Report — Phase 4B,docs,518,report/audit,keep
docs/REVISED_THEORY_LEADERBOARD.md,Theory Revision Tournament Leaderboard — Phase 2D / 3A.1,docs,2233,documentation,keep
docs/RINGDOWN_PREDICTIONS.md,Predicciones Observacionales de la Fase de Ringdown y Ecos Gravitacionales (Fase 2),docs,3671,documentation,keep
docs/ROADMAP.md,Project Roadmap,docs,2758,report/audit,keep
docs/RTHEORY_001_EXPORT.md,Theory Specification — RTHEORY_001,docs,274,documentation,keep
docs/RTHEORY_002_EXPORT.md,Theory Specification — RTHEORY_002,docs,274,documentation,keep
docs/RTHEORY_003_EXPORT.md,Theory Specification — RTHEORY_003,docs,274,documentation,keep
docs/RTHEORY_004_EXPORT.md,Theory Specification — RTHEORY_004,docs,274,documentation,keep
docs/RTHEORY_005_EXPORT.md,Theory Specification — RTHEORY_005,docs,274,documentation,keep
docs/RTHEORY_006_EXPORT.md,Theory Specification — RTHEORY_006,docs,274,documentation,keep
docs/RTHEORY_007_EXPORT.md,Theory Specification — RTHEORY_007,docs,274,documentation,keep
docs/RTHEORY_008_EXPORT.md,Theory Specification — RTHEORY_008,docs,274,documentation,keep
docs/RTHEORY_009_EXPORT.md,Theory Specification — RTHEORY_009,docs,274,documentation,keep
docs/RTHEORY_010_EXPORT.md,Theory Specification — RTHEORY_010,docs,274,documentation,keep
docs/SANDBOX_INTEGRITY_REPORT.md,Sandbox Isolation and Graph Pruning Audit Report,docs,1151,report/audit,keep
docs/SCIENTIFIC_CONSENSUS_REPORT.md,Scientific Consensus Report — Phase 2B,docs,499,report/audit,keep
docs/SCIENTIFIC_DOSSIER.md,Complete Scientific Dossier -- Phase XI-A,docs,2682,documentation,keep
docs/SCIENTIFIC_VALIDATION_REPORT.md,Scientific Validation Report — Phase 1G.0.2,docs,3069,report/audit,keep
docs/SEARCH_SPACE_AUDIT.md,Search Space Audit Report,docs,3190,report/audit,keep
docs/SHAP_AUDIT_REPORT.md,SHAP & Feature Attribution Consistency Audit (Component H),docs,1751,report/audit,keep
docs/STATE_COUNTING_AUDIT.md,Phase 40.0 - State Counting Audit,docs,1742,report/audit,keep
docs/STATISTICAL_AUDIT_REPORT.md,Independent Statistical Audit Report,docs,8244,report/audit,keep
docs/STRING_COMPATIBILITY.md,Compatibilidad con la Teoría de Cuerdas (String Theory) (Fase 5),docs,2946,documentation,keep
docs/SURVIVAL_ANALYSIS_REPORT.md,Theory Survival Analysis Report — Phase 3C,docs,630,report/audit,keep
docs/SURVIVING_MECHANISMS.md,Surviving Causal Mechanisms Report — Phase 2D,docs,584,documentation,keep
docs/SYNERGY_DISCOVERY_REPORT.md,Reporte de Descubrimiento de Sinergia y Auditoría de Calidad de Interacción (Fase 1E.2),docs,4184,report/audit,keep
docs/SYNERGY_TRANSFER_REPORT.md,Reporte de Transferencia de Sinergia y Generalización Inter-Dominio (Fase 1F),docs,3049,report/audit,keep
docs/TECHNOLOGY_DIVERSITY_REPORT.md,Technology Diversity Audit Report — Phase 3A.5,docs,841,report/audit,keep
docs/TFQ_REPORT.md,TensorFlow Quantum (TFQ) Predictor Report (Component E),docs,1030,report/audit,keep
docs/THEORYCRITIC_AUDIT.md,TheoryCritic Physical Audit Report,docs,3213,report/audit,keep
docs/THEORY_COMPARISON_RECONSTRUCTION.md,Theory Comparison Reconstruction Report — Forensic Audit,docs,1712,documentation,keep
docs/THEORY_COMPRESSION_REPORT.md,Theory Compression Report — Phase 2C,docs,539,report/audit,keep
docs/THEORY_DIVERSITY_REPORT.md,Theory Diversity Analysis Report — Phase 3C,docs,620,report/audit,keep
docs/THEORY_EVOLUTION_REPORT.md,Theory Evolution Report — Phase 2D / 3A.1,docs,1623,report/audit,keep
docs/THEORY_FACTORY_SCORE.md,Theory Factory Score Report — Phase 3C,docs,490,documentation,keep
docs/THEORY_FORMATION_REPORT.md,Theory Formation Report — Phase 2C,docs,851,report/audit,keep
docs/THEORY_MEMORY_REPORT.md,Theory Memory Report — Phase 2C,docs,365,report/audit,keep
docs/THEORY_TOURNAMENT_CONFIRMATION.md,Out-of-Sample Theory Tournament Report — Phase 3B.1,docs,833,documentation,keep
docs/THEORY_TOURNAMENT_REPORT.md,Theory Tournament Report — Phase 2C,docs,774,report/audit,keep
docs/TORCHQUANTUM_REPORT.md,TorchQuantum Integration Report (Component F),docs,976,report/audit,keep
docs/TRANSFERABILITY_REPORT.md,Reporte de Descubrimiento de Leyes de Transferibilidad (Fase 1G),docs,4272,report/audit,keep
docs/TRANSFER_LEARNING_REPORT.md,Reporte de Validación de Transfer Learning y Mutación Guiada (Fase 1C),docs,2546,report/audit,keep
docs/UNITARITY_AUDIT.md,Phase 38.0 - Unitarity Audit,docs,2995,report/audit,keep
docs/UV_COMPLETION_AUDIT.md,Phase 40.0 - UV Completion Audit,docs,1985,report/audit,keep
docs/VENDOR_INDEPENDENCE_REPORT.md,Vendor Independence Audit Report — Phase 3A.5,docs,1221,report/audit,keep
docs/WDW_ANALYSIS.md,Phase 37.0 - Wheeler-DeWitt Analysis,docs,2134,documentation,keep
mathematics/README.md,Mathematics Domain,mathematics,1438,README,keep
papers/README.md,Papers,papers,1330,README,keep
physics/LIMITATIONS.md,Threats to Validity,physics,2360,documentation,keep
physics/PROJECT_HISTORY.md,Project History: The Evolution of Asymmetric Representational Decay,physics,6482,documentation,keep
physics/README.md,Physics Domain,physics,1518,README,keep
physics/telemetry_report.md,Reporte Cuantitativo de Telemetría (Stress Testing Heurístico),physics,3337,report/audit,keep
quantum/README.md,Quantum Algorithm Discovery Engine (QADE),quantum,5158,README,keep
satelite/api_reality_audit.md,Spacecraft Thermal OS (AST-OS) - REST API Reality Check Audit,satelite,2300,report/audit,keep
satelite/api_reference.md,Spacecraft Thermal OS (AST-OS) - SaaS REST API Reference Manual,satelite,4672,documentation,keep
satelite/ARCHITECTURE.md,AST-OS Core Architecture & Mathematical Formulations,satelite,4129,documentation,keep
satelite/astos_cfs_architecture.md,AST-OS Core Flight cFS Architecture,satelite,3766,documentation,keep
satelite/audit_summary.md,Spacecraft Thermal OS (AST-OS) - Independent V&V Qualification Audit Summary,satelite,1176,report/audit,keep
satelite/auth_design.md,Spacecraft Thermal OS (AST-OS) - SaaS Authentication & Security Design,satelite,2659,documentation,keep
satelite/billing_architecture.md,Spacecraft Thermal OS (AST-OS) - SaaS Billing & stripe Integration Architecture,satelite,2322,documentation,keep
satelite/black_compliance_report.md,Black Compliance Report,satelite,1680,report/audit,keep
satelite/cad_importer_performance_review.md,Performance Engineering Audit — CAD Thermal Importer,satelite,6544,documentation,keep
satelite/cdr_action_item_status.md,Spacecraft Thermal OS (AST-OS) — CDR Action Item Status Ledger,satelite,3222,documentation,keep
satelite/cdr_final_review_board_report.md,CDR Final Review Board Report,satelite,3270,report/audit,keep
satelite/CDR_READINESS_REVIEW.md,Spacecraft Thermal OS (AST-OS) — Critical Design Review (CDR) Readiness Report,satelite,10018,report/audit,keep
satelite/cfs_integration_report.md,NASA cFS Application Flight Compatibility Validation Report,satelite,2954,report/audit,keep
satelite/coverage_report.md,Spacecraft Thermal OS (AST-OS) — Test Coverage Verification Report,satelite,5774,report/audit,keep
satelite/credibility_update_report.md,Credibility Update Report,satelite,3023,report/audit,keep
satelite/dataset_authenticity_report.md,Spacecraft Thermal OS (AST-OS) - Space Datasets Authenticity Analysis,satelite,1552,report/audit,keep
satelite/DEPENDENCY_GRAPH.md,AST-OS Software Architecture & Dependency Graph,satelite,7826,documentation,keep
satelite/deployment_guide.md,Spacecraft Thermal OS (AST-OS) - Production SaaS Deployment Guide,satelite,2270,documentation,keep
satelite/deployment_status.md,Spacecraft Thermal OS (AST-OS) - Production SaaS Deployment Status,satelite,2663,documentation,keep
satelite/deployment_targets.md,Spacecraft Thermal OS (AST-OS) - SaaS Cloud Deployment Targets,satelite,1637,documentation,keep
satelite/dns_setup.md,Spacecraft Thermal OS (AST-OS) - SaaS Domain & DNS Configuration,satelite,1595,documentation,keep
satelite/ekf_validation_report.md,Spacecraft Thermal OS (AST-OS) — Nominal EKF Verification & Validation Report,satelite,4020,report/audit,keep
satelite/external_user_acquisition_report.md,Spacecraft Thermal OS (AST-OS) - External User Acquisition Catalog,satelite,2207,report/audit,keep
satelite/external_validation_report.md,Spacecraft Thermal OS (AST-OS) - SaaS External Validation Report,satelite,869,report/audit,keep
satelite/flight_heritage_calibration_report.md,Flight Heritage Calibration Report,satelite,3391,report/audit,keep
satelite/hil_report.md,Hardware-in-the-Loop (HIL) Real-Time Validation Report,satelite,1909,report/audit,keep
satelite/INDEPENDENT_AUDIT_REPORT_v1.md,Spacecraft Thermal OS (AST-OS) — Independent IV&V Software Audit Report,satelite,15387,report/audit,keep
satelite/landing_page_claims_audit.md,Landing Page Claims Audit,satelite,3241,report/audit,keep
satelite/memory_budget.md,AST-OS cFS Application Memory Budget,satelite,4233,documentation,keep
satelite/MIGRATION_REPORT.md,AST-OS Migration & Compliance Audit Report,satelite,4107,report/audit,keep
satelite/mock_detection_report.md,Spacecraft Thermal OS (AST-OS) - Mock & Synthetic Pattern Detection Report,satelite,23140,report/audit,keep
satelite/pydantic_migration_report.md,Pydantic Migration Report,satelite,1286,report/audit,keep
satelite/README.md,Satellite Domain: AST-OS,satelite,1589,README,keep
satelite/ROADMAP.md,AST-OS Mission Milestone & Qualification Roadmap,satelite,2793,report/audit,keep
satelite/timing_analysis.md,AST-OS cFS Application Timing Analysis,satelite,3283,documentation,keep
satelite/VALIDATION_REPORT.md,AST-OS Systems Engineering Validation Report (Honest Version),satelite,2883,report/audit,keep
satelite/walkthrough.md,"AST-OS flight software Hardening, Ground-Space Loop, Qualification, and MPC Walkthrough",satelite,18635,documentation,keep
.agent/skills/git-repo-guardian/SKILL.md,git-repo-guardian,.agent,1947,documentation,review
.agent/skills/nextjs-app-router-architect/SKILL.md,nextjs-app-router-architect,.agent,3235,documentation,review
.agent/skills/python-telemetry-executor/SKILL.md,python-telemetry-executor,.agent,1841,documentation,review
.agent/skills/ui-ux-pro-max/SKILL.md,ui-ux-pro-max,.agent,10651,documentation,review
benchmarks/reports/CALIBRATION_AWARE_REPORT.md,Calibration-Aware Performance Report,benchmarks,3153,report/audit,review
benchmarks/reports/COMMERCIAL_POSITION_FINAL.md,Commercial Position Final Audit,benchmarks,889,report/audit,review
benchmarks/reports/COMPILER_COMPARISON_REPORT.md,Compiler Comparison Report,benchmarks,2098,report/audit,review
benchmarks/reports/EVOLUTION_ABLATION_REPORT.md,Evolution Engine Ablation Report,benchmarks,1251,report/audit,review
benchmarks/reports/investor_executive_summary.md,QADE Phase III Investor Summary,benchmarks,904,report/audit,review
benchmarks/reports/PHASE3_HARDWARE_AWARE_REPORT.md,QADE Phase III Hardware-Aware Validation Report,benchmarks,2665,report/audit,review
benchmarks/reports/PHASE3_INVESTOR_SUMMARY.md,QADE Phase III Investor Summary,benchmarks,904,report/audit,review
benchmarks/reports/PHASE4_COMMERCIAL_POSITIONING.md,QADE Phase IV Commercial Positioning,benchmarks,2440,report/audit,review
benchmarks/reports/PHASE4_COMPETITIVE_ADVANTAGE_REPORT.md,QADE Phase IV Competitive Advantage Report,benchmarks,9454,report/audit,review
benchmarks/reports/PHASE4_INVESTOR_SUMMARY.md,QADE Phase IV Investor Summary,benchmarks,1005,report/audit,review
benchmarks/reports/PHASE5_INVESTOR_SUMMARY.md,QADE Phase V Investor Summary,benchmarks,811,report/audit,review
benchmarks/reports/PHASE5_IP_REPORT.md,QADE Phase V IP Report,benchmarks,2411,report/audit,review
benchmarks/reports/PHASE6_COMPETITIVE_MOAT_REPORT.md,QADE Phase VI Competitive Moat Report,benchmarks,841,report/audit,review
benchmarks/reports/PHASE6_ECONOMIC_IMPACT_REPORT.md,QADE Phase VI Economic Impact Report,benchmarks,1269,report/audit,review
benchmarks/reports/PHASE6_INVESTOR_SUMMARY.md,QADE Phase VI Investor Summary,benchmarks,1019,report/audit,review
benchmarks/reports/PHASE6_IP_VALUATION_REPORT.md,QADE Phase VI IP Valuation Report,benchmarks,366,report/audit,review
benchmarks/reports/PHASE6_LICENSING_MODEL.md,QADE Phase VI Licensing Model,benchmarks,285,report/audit,review
benchmarks/reports/PHASE6_RISK_ANALYSIS.md,QADE Phase VI Risk Analysis,benchmarks,1134,report/audit,review
benchmarks/reports/PHASE7_COMPETITIVE_GAP_REPORT.md,QADE Phase VII Competitive Gap Report,benchmarks,678,report/audit,review
benchmarks/reports/PHASE7_ECONOMIC_MOAT_REPORT.md,QADE Phase VII Economic Moat Report,benchmarks,1070,report/audit,review
benchmarks/reports/PHASE7_EXECUTIVE_SUMMARY.md,QADE Phase VII Executive Summary,benchmarks,1305,report/audit,review
benchmarks/reports/PHASE7_INVESTOR_POSITIONING.md,QADE Phase VII Investor Positioning,benchmarks,748,report/audit,review
benchmarks/reports/PHASE7_KNOWLEDGE_FLYWHEEL_REPORT.md,QADE Phase VII Knowledge Flywheel Report,benchmarks,1096,report/audit,review
benchmarks/reports/PHASE7_NETWORK_EFFECT_REPORT.md,QADE Phase VII Network Effect Report,benchmarks,823,report/audit,review
benchmarks/reports/PHASE7_PLATFORM_ANALYSIS.md,QADE Phase VII Platform Analysis,benchmarks,581,report/audit,review
benchmarks/reports/PLACEMENT_ABLATION_REPORT.md,Qubit Placement Ablation Report,benchmarks,1053,report/audit,review
benchmarks/reports/REPRODUCIBILITY_GUIDE.md,QADE Phase III Reproducibility Guide,benchmarks,494,report/audit,review
benchmarks/reports/ROUTING_COMPARISON_REPORT.md,Routing Heuristics Comparison Report,benchmarks,1745,report/audit,review
benchmarks/reports/SCALING_REPORT.md,Scaling and Complexity Analysis Report,benchmarks,1038,report/audit,review
mathematics/symbolic/README.md,Mathematics Symbolic Subdomain,mathematics,1157,README,keep
papers/qg/README.md,Quantum Gravity Papers,papers,1122,README,keep
papers/thermal/README.md,Thermal Papers,papers,1135,README,keep
physics/artifacts/ablation_report.md,Phase 8B — Ablation Study Report,physics,2588,report/audit,keep
physics/artifacts/adversarial_validation_report.md,Adversarial Scientific Validation Audit Report,physics,1538,report/audit,keep
physics/artifacts/adversarial_validation_summary.md,AdversarialScientificValidation,physics,603,report/audit,keep
physics/artifacts/agent_specialization_report.md,Agent Specialization Report,physics,296,report/audit,keep
physics/artifacts/autonomous_cycle_benchmark.md,Autonomous Scientific Cycle Benchmark,physics,249,documentation,keep
physics/artifacts/autonomous_cycle_report.md,Autonomous Scientific Cycle,physics,582,report/audit,keep
physics/artifacts/benchmark_report.md,Unified Scientific Pipeline Performance Benchmark Report,physics,5999,report/audit,keep
physics/artifacts/bias_report.md,BiasDetector,physics,643,report/audit,keep
physics/artifacts/bias_report.tagged.md,BiasDetector,physics,643,report/audit,keep
physics/artifacts/blind_benchmark_report.md,BlindScientificBenchmark,physics,562,report/audit,keep
physics/artifacts/claim_level_report.md,Claim Level Report,physics,348,report/audit,keep
physics/artifacts/cross_domain_report.md,CrossDomainTransfer,physics,354,report/audit,keep
physics/artifacts/discovery_report.md,Scientific Discovery Loop Report,physics,1807,report/audit,keep
physics/artifacts/domain_adaptation_report.md,DomainAdaptation,physics,595,report/audit,keep
physics/artifacts/epistemic_calibration_report.md,Epistemic Calibration Audit Report,physics,1762,report/audit,keep
physics/artifacts/epistemic_calibration_summary.md,EpistemicCalibrationAudit,physics,450,report/audit,keep
physics/artifacts/epistemic_hardening_report.md,Epistemic Hardening Engine Audit Report,physics,1651,report/audit,keep
physics/artifacts/epistemic_hardening_summary.md,EpistemicHardeningEngine,physics,457,report/audit,keep
physics/artifacts/expert_validation_report.md,ExpertValidation,physics,830,report/audit,keep
physics/artifacts/final_scientific_assessment.md,Unified Final Scientific Assessment Report,physics,2385,documentation,keep
physics/artifacts/frontier_report.md,FrontierDiscovery,physics,375,report/audit,keep
physics/artifacts/generated_experiment_001.md,Diseño de Experimento: Falsación de Conjetura 1,physics,887,documentation,keep
physics/artifacts/generated_experiment_002.md,Diseño de Experimento: Falsación de Conjetura 2,physics,928,documentation,keep
physics/artifacts/hpc_benchmark.md,DistributedExecution,physics,471,documentation,keep
physics/artifacts/hpc_efficiency_report.md,HPC Efficiency Report,physics,555,report/audit,keep
physics/artifacts/knowledge_report.md,Epistemological Knowledge Graph Report (Neo4j),physics,398,report/audit,keep
physics/artifacts/longitudinal_stability_report.md,Longitudinal Scientific Stability Audit Report,physics,2808,report/audit,keep
physics/artifacts/longitudinal_stability_summary.md,LongitudinalStabilityAudit,physics,516,report/audit,keep
physics/artifacts/memory_consolidation_report.md,Scientific Memory Consolidation Audit Report,physics,2964,report/audit,keep
physics/artifacts/memory_consolidation_summary.md,MemoryConsolidationEngine,physics,481,report/audit,keep
physics/artifacts/memory_report.md,ScientificMemoryAdvanced,physics,526,report/audit,keep
physics/artifacts/memory_stress_report.md,Memory Stress Report,physics,616,report/audit,keep
physics/artifacts/meta_learning_benchmark.md,Meta Learning Benchmark,physics,556,documentation,keep
physics/artifacts/meta_learning_expansion_report.md,Meta-Learning Expansion Report,physics,1268,report/audit,keep
physics/artifacts/meta_learning_report.md,MetaLearningEngine,physics,548,report/audit,keep
physics/artifacts/multi_agent_benchmark.md,MultiAgentSystem,physics,1403,documentation,keep
physics/artifacts/phase8_completion_report.md,Phase 8 — Completion Report,physics,1525,report/audit,keep
physics/artifacts/physical_validation_report.md,PhysicalLabInterface,physics,442,report/audit,keep
physics/artifacts/pinn_sigma_diagnosis.md,PINN Sigma Discrepancy Diagnosis Report,physics,2075,documentation,keep
physics/artifacts/qg_discovery_report.md,Autonomous Quantum Gravity Discovery Report,physics,2032,report/audit,keep
physics/artifacts/reality_gap_report.md,Reality Gap Audit Report,physics,1641,report/audit,keep
physics/artifacts/reality_gap_summary.md,RealityGapAudit,physics,311,report/audit,keep
physics/artifacts/real_data_ingestion_report.md,RealDataIngestor,physics,452,report/audit,keep
physics/artifacts/redundancy_report.md,Feature Redundancy & Dimensional Pruning Report,physics,891,report/audit,keep
physics/artifacts/reproducibility_report.md,ReproducibilityVerification,physics,491,report/audit,keep
physics/artifacts/review_cycle_log.md,Review Cycle - 2026-05-31T18:25:59,physics,704,documentation,keep
physics/artifacts/robustness_report.md,Phase 8E — Robustness Stress Test Report,physics,7783,report/audit,keep
physics/artifacts/sanity_report.md,PhysicsSanityEngine,physics,333,report/audit,keep
physics/artifacts/sanity_report.tagged.md,PhysicsSanityEngine,physics,333,report/audit,keep
physics/artifacts/scientific_impact_report.md,Scientific Impact Assessment Report,physics,3610,report/audit,keep
physics/artifacts/scientific_impact_summary.md,ScientificImpactAssessment,physics,561,report/audit,keep
physics/artifacts/scientific_readiness_report.md,Scientific Readiness Assessment Report,physics,2112,report/audit,keep
physics/artifacts/scientific_readiness_summary.md,ScientificReadinessAssessment,physics,364,report/audit,keep
physics/artifacts/sota_report.md,Phase 8C — SOTA Benchmark Report,physics,2313,report/audit,keep
physics/artifacts/stress_test_report.md,Autonomous Scientist Loop Stress Test Diagnostic Report,physics,1072,report/audit,keep
physics/artifacts/system_health_report.md,System Health Report - Phase 18A,physics,1188,report/audit,keep
physics/artifacts/system_maturity_assessment.md,System Maturity Assessment Report,physics,4398,documentation,keep
physics/artifacts/system_maturity_report.md,System Maturity Report,physics,431,report/audit,keep
physics/artifacts/system_maturity_summary.md,SystemMaturityAssessment,physics,1391,report/audit,keep
physics/artifacts/test_knowledge_report.md,Epistemological Knowledge Graph Report (Neo4j),physics,398,report/audit,keep
physics/artifacts/theory_autowriter_report.md,Theory Autowriter,physics,372,report/audit,keep
physics/artifacts/theory_demo.md,Theory Autowriter Demo,physics,2145,documentation,keep
physics/artifacts/universal_atlas_report.md,Reporte de Universalidad Topológica (Atractores 3D y Mapas 1D),physics,1117,report/audit,keep
physics/data/real_data_catalog.md,Real Data Catalog,physics,482,documentation,keep
physics/papers/system_paper.md,Neuro-Symbolic Dynamic Atlas: Comprehensive Evaluation Report,physics,13577,documentation,keep
physics/unification_search/QG_Discovery_Report.md,,physics,1782,report/audit,keep
quantum/circuits/README.md,QADE Circuits,quantum,1147,README,keep
satelite/astos_cfs_app/fault_injection_report.md,cFS Hardening Fault Injection Simulation Report,satelite,1439,report/audit,keep
